fecha,temp_media,precipitacion
2012-07-20,10.82,0.0
2012-07-21,10.86,0.0
2012-07-22,8.06,0.0
2012-07-23,9.7,0.0
2012-07-24,6.73,0.0
2012-07-25,5.64,0.0
2012-07-26,6.64,0.0
2012-07-27,4.91,0.0
2012-07-28,8.5,0.0
2012-07-29,5.95,0.0
2012-07-30,4.92,0.0
2012-07-31,5.84,0.07
2012-08-01,7.87,0.77
2012-08-02,8.81,3.65
2012-08-03,9.62,0.85
2012-08-04,9.66,0.26
2012-08-05,10.15,0.0
2012-08-06,10.9,4.89
2012-08-07,11.87,29.57
2012-08-08,8.8,2.41
2012-08-09,12.91,0.23
2012-08-10,14.02,0.0
2012-08-11,14.65,15.96
2012-08-12,10.07,0.48
2012-08-13,9.52,0.0
2012-08-14,11.82,13.37
2012-08-15,14.23,7.08
2012-08-16,15.92,6.67
2012-08-17,18.18,41.42
2012-08-18,11.72,1.31
2012-08-19,11.56,0.0
2012-08-20,10.66,2.83
2012-08-21,11.53,0.0
2012-08-22,17.59,0.08
2012-08-23,15.62,6.68
2012-08-24,9.96,4.33
2012-08-25,6.38,0.0
2012-08-26,5.42,0.0
2012-08-27,6.06,0.0
2012-08-28,8.38,0.0
2012-08-29,11.47,0.0
2012-08-30,12.76,0.0
2012-08-31,14.91,0.0
2012-09-01,16.6,0.0
2012-09-02,17.36,0.0
2012-09-03,11.5,3.19
2012-09-04,14.14,5.91
2012-09-05,13.17,4.47
2012-09-06,11.92,46.85
2012-09-07,15.13,6.41
2012-09-08,14.68,0.0
2012-09-09,11.93,0.02
2012-09-10,12.05,0.0
2012-09-11,14.24,0.0
2012-09-12,17.14,0.0
2012-09-13,16.86,0.0
2012-09-14,17.23,0.0
2012-09-15,20.08,0.0
2012-09-16,17.84,0.04
2012-09-17,13.99,0.0
2012-09-18,11.23,21.92
2012-09-19,10.71,1.15
2012-09-20,9.72,1.73
2012-09-21,10.49,0.0
2012-09-22,12.22,0.0
2012-09-23,14.06,0.0
2012-09-24,11.5,0.01
2012-09-25,7.75,0.0
2012-09-26,8.37,0.0
2012-09-27,11.44,0.0
2012-09-28,14.87,0.0
2012-09-29,15.93,0.0
2012-09-30,17.98,2.37
2012-10-01,17.64,11.57
2012-10-02,15.65,9.03
2012-10-03,14.84,0.0
2012-10-04,15.08,0.0
2012-10-05,18.54,35.19
2012-10-06,17.51,37.5
2012-10-07,14.8,6.75
2012-10-08,17.52,3.54
2012-10-09,17.67,6.42
2012-10-10,11.5,0.0
2012-10-11,12.29,0.0
2012-10-12,14.95,0.0
2012-10-13,17.95,0.0
2012-10-14,20.57,0.01
2012-10-15,17.14,26.61
2012-10-16,14.65,8.48
2012-10-17,15.99,0.01
2012-10-18,16.98,0.01
2012-10-19,19.29,12.87
2012-10-20,19.2,23.67
2012-10-21,19.71,50.97
2012-10-22,17.03,21.33
2012-10-23,14.27,0.09
2012-10-24,15.93,0.0
2012-10-25,17.38,0.0
2012-10-26,19.88,0.0
2012-10-27,20.45,0.02
2012-10-28,21.63,20.62
2012-10-29,19.62,40.07
2012-10-30,17.04,0.0
2012-10-31,17.97,0.0
2012-11-01,20.0,0.0
2012-11-02,21.29,0.0
2012-11-03,21.82,0.15
2012-11-04,21.32,0.0
2012-11-05,23.62,0.0
2012-11-06,24.97,0.0
2012-11-07,25.07,0.0
2012-11-08,25.24,0.01
2012-11-09,18.02,23.64
2012-11-10,15.13,4.02
2012-11-11,15.48,0.13
2012-11-12,16.72,0.0
2012-11-13,17.11,0.0
2012-11-14,18.34,0.0
2012-11-15,19.6,0.0
2012-11-16,20.85,0.0
2012-11-17,21.37,18.55
2012-11-18,20.22,10.73
2012-11-19,21.93,0.0
2012-11-20,23.86,0.0
2012-11-21,25.09,0.12
2012-11-22,19.47,42.48
2012-11-23,17.15,0.0
2012-11-24,17.88,0.0
2012-11-25,18.42,0.04
2012-11-26,19.53,2.55
2012-11-27,23.02,0.0
2012-11-28,23.41,1.32
2012-11-29,18.78,8.66
2012-11-30,19.7,27.09
2012-12-01,21.24,0.0
2012-12-02,23.37,0.0
2012-12-03,23.76,6.92
2012-12-04,22.17,0.34
2012-12-05,24.82,4.19
2012-12-06,23.69,42.74
2012-12-07,18.56,0.02
2012-12-08,20.48,0.0
2012-12-09,22.96,0.0
2012-12-10,22.55,20.97
2012-12-11,22.16,0.0
2012-12-12,22.81,0.0
2012-12-13,20.52,0.0
2012-12-14,23.31,6.37
2012-12-15,24.68,10.73
2012-12-16,23.48,15.26
2012-12-17,17.75,2.79
2012-12-18,17.79,14.61
2012-12-19,21.7,34.67
2012-12-20,18.96,30.06
2012-12-21,19.57,0.0
2012-12-22,21.97,0.0
2012-12-23,24.17,0.0
2012-12-24,28.83,4.47
2012-12-25,20.8,4.47
2012-12-26,17.67,0.0
2012-12-27,18.62,0.0
2012-12-28,21.32,0.18
2012-12-29,22.57,0.12
2012-12-30,24.15,1.09
2012-12-31,22.9,0.37
2013-01-01,15.37,0.0
2013-01-02,17.54,0.0
2013-01-03,20.97,0.0
2013-01-04,24.09,10.72
2013-01-05,23.17,2.6
2013-01-06,23.0,0.0
2013-01-07,23.43,0.38
2013-01-08,21.39,0.88
2013-01-09,23.7,0.1
2013-01-10,24.89,0.0
2013-01-11,24.86,0.0
2013-01-12,24.9,0.0
2013-01-13,25.14,0.0
2013-01-14,25.17,0.0
2013-01-15,25.43,0.0
2013-01-16,25.07,18.41
2013-01-17,24.08,0.61
2013-01-18,22.68,0.0
2013-01-19,21.75,0.46
2013-01-20,20.56,0.08
2013-01-21,22.01,0.0
2013-01-22,23.15,0.0
2013-01-23,26.58,0.01
2013-01-24,27.89,1.15
2013-01-25,17.92,0.0
2013-01-26,20.92,0.0
2013-01-27,24.93,0.0
2013-01-28,28.38,0.0
2013-01-29,28.44,0.12
2013-01-30,28.02,0.06
2013-01-31,26.5,5.53
2013-02-01,28.69,0.95
2013-02-02,25.31,0.67
2013-02-03,22.1,0.0
2013-02-04,21.87,0.0
2013-02-05,23.57,0.0
2013-02-06,24.37,0.0
2013-02-07,24.37,0.0
2013-02-08,26.36,0.0
2013-02-09,27.36,0.0
2013-02-10,28.32,6.53
2013-02-11,26.17,8.53
2013-02-12,26.25,1.88
2013-02-13,22.23,6.68
2013-02-14,24.62,0.02
2013-02-15,25.44,0.04
2013-02-16,26.96,1.88
2013-02-17,20.74,5.05
2013-02-18,17.75,2.41
2013-02-19,18.22,0.75
2013-02-20,20.47,57.86
2013-02-21,20.13,18.76
2013-02-22,20.2,0.0
2013-02-23,21.71,0.94
2013-02-24,20.36,20.81
2013-02-25,15.84,0.0
2013-02-26,15.07,0.0
2013-02-27,17.82,0.0
2013-02-28,19.83,0.0
2013-03-01,22.72,2.09
2013-03-02,19.94,23.78
2013-03-03,16.89,0.0
2013-03-04,16.15,0.0
2013-03-05,17.99,0.0
2013-03-06,20.78,0.0
2013-03-07,21.2,0.0
2013-03-08,21.27,0.0
2013-03-09,23.6,37.33
2013-03-10,19.22,2.27
2013-03-11,18.72,1.18
2013-03-12,16.26,0.01
2013-03-13,12.73,1.29
2013-03-14,12.24,0.27
2013-03-15,13.1,0.0
2013-03-16,12.46,0.0
2013-03-17,13.57,0.0
2013-03-18,15.94,0.06
2013-03-19,16.75,1.12
2013-03-20,19.32,1.02
2013-03-21,19.09,0.01
2013-03-22,17.68,0.0
2013-03-23,16.62,1.54
2013-03-24,19.17,8.24
2013-03-25,18.35,8.32
2013-03-26,16.16,0.0
2013-03-27,17.0,0.0
2013-03-28,17.4,0.0
2013-03-29,18.88,0.0
2013-03-30,20.77,0.0
2013-03-31,21.31,78.44
2013-04-01,19.04,16.73
2013-04-02,18.45,3.13
2013-04-03,16.04,0.44
2013-04-04,16.07,0.0
2013-04-05,18.25,0.0
2013-04-06,14.61,0.05
2013-04-07,13.31,0.0
2013-04-08,15.19,0.0
2013-04-09,15.08,0.0
2013-04-10,16.12,3.01
2013-04-11,17.42,12.39
2013-04-12,12.76,0.04
2013-04-13,10.6,0.0
2013-04-14,14.8,0.0
2013-04-15,16.79,0.0
2013-04-16,14.88,0.0
2013-04-17,15.93,0.0
2013-04-18,17.25,0.0
2013-04-19,17.77,0.0
2013-04-20,17.6,0.0
2013-04-21,18.09,0.0
2013-04-22,18.05,0.0
2013-04-23,18.61,0.0
2013-04-24,19.47,0.0
2013-04-25,19.64,0.0
2013-04-26,19.11,0.0
2013-04-27,17.86,9.05
2013-04-28,16.55,11.89
2013-04-29,16.39,0.1
2013-04-30,17.44,0.0
2013-05-01,17.62,4.67
2013-05-02,17.72,42.36
2013-05-03,15.68,40.28
2013-05-04,14.29,0.84
2013-05-05,13.74,0.0
2013-05-06,13.47,0.0
2013-05-07,9.36,0.0
2013-05-08,12.58,0.0
2013-05-09,15.31,0.0
2013-05-10,17.25,0.0
2013-05-11,15.07,0.27
2013-05-12,13.11,0.0
2013-05-13,14.13,0.05
2013-05-14,13.49,10.26
2013-05-15,6.45,6.06
2013-05-16,6.03,0.0
2013-05-17,7.25,0.0
2013-05-18,8.63,13.54
2013-05-19,9.17,0.03
2013-05-20,8.49,0.0
2013-05-21,9.72,0.0
2013-05-22,9.97,0.01
2013-05-23,10.2,0.0
2013-05-24,10.4,0.0
2013-05-25,11.32,0.0
2013-05-26,12.42,0.0
2013-05-27,12.25,0.01
2013-05-28,14.72,1.43
2013-05-29,12.03,2.29
2013-05-30,11.03,0.0
2013-05-31,12.35,0.0
2013-06-01,10.75,0.0
2013-06-02,8.68,0.0
2013-06-03,11.34,0.0
2013-06-04,13.73,0.0
2013-06-05,12.53,0.0
2013-06-06,8.29,0.0
2013-06-07,9.63,0.0
2013-06-08,8.39,0.06
2013-06-09,11.26,8.17
2013-06-10,10.38,0.0
2013-06-11,12.54,0.0
2013-06-12,16.17,0.0
2013-06-13,17.52,0.02
2013-06-14,10.03,0.06
2013-06-15,9.63,0.0
2013-06-16,8.85,5.84
2013-06-17,5.24,0.0
2013-06-18,6.94,0.11
2013-06-19,4.02,0.47
2013-06-20,5.87,0.0
2013-06-21,5.56,0.0
2013-06-22,6.37,0.0
2013-06-23,7.49,0.0
2013-06-24,6.57,0.0
2013-06-25,7.72,0.0
2013-06-26,8.86,0.0
2013-06-27,8.9,0.0
2013-06-28,10.83,0.0
2013-06-29,8.95,0.0
2013-06-30,7.34,0.0
2013-07-01,9.22,0.0
2013-07-02,10.66,0.0
2013-07-03,14.23,0.0
2013-07-04,16.06,0.02
2013-07-05,15.29,0.14
2013-07-06,12.05,0.02
2013-07-07,7.66,0.0
2013-07-08,6.42,0.0
2013-07-09,8.08,13.57
2013-07-10,11.35,7.42
2013-07-11,12.62,11.45
2013-07-12,9.05,3.58
2013-07-13,9.79,0.0
2013-07-14,8.99,0.0
2013-07-15,8.76,0.0
2013-07-16,10.98,0.0
2013-07-17,13.06,0.0
2013-07-18,7.69,0.01
2013-07-19,4.06,0.0
2013-07-20,5.46,0.0
2013-07-21,2.79,0.11
2013-07-22,3.48,0.0
2013-07-23,1.95,0.0
2013-07-24,4.34,0.0
2013-07-25,6.42,0.0
2013-07-26,8.02,0.0
2013-07-27,10.95,0.0
2013-07-28,11.37,0.0
2013-07-29,12.03,0.0
2013-07-30,14.76,0.02
2013-07-31,15.32,0.0
2013-08-01,10.87,0.11
2013-08-02,7.32,0.01
2013-08-03,7.58,0.0
2013-08-04,9.6,0.0
2013-08-05,11.05,0.0
2013-08-06,10.88,0.0
2013-08-07,11.9,0.17
2013-08-08,8.97,0.41
2013-08-09,6.97,0.0
2013-08-10,6.62,0.0
2013-08-11,8.84,0.0
2013-08-12,8.89,0.0
2013-08-13,4.37,0.0
2013-08-14,4.76,0.0
2013-08-15,6.85,0.0
2013-08-16,7.82,0.0
2013-08-17,7.39,0.0
2013-08-18,10.74,0.0
2013-08-19,14.92,0.0
2013-08-20,16.34,0.41
2013-08-21,16.42,0.0
2013-08-22,7.13,0.0
2013-08-23,4.01,0.0
2013-08-24,5.35,0.0
2013-08-25,5.32,0.0
2013-08-26,3.76,0.0
2013-08-27,6.71,0.0
2013-08-28,12.9,0.0
2013-08-29,14.51,0.0
2013-08-30,15.5,0.0
2013-08-31,16.24,0.0
2013-09-01,16.82,0.0
2013-09-02,14.52,0.0
2013-09-03,9.36,0.0
2013-09-04,10.56,0.0
2013-09-05,13.84,0.0
2013-09-06,17.84,0.01
2013-09-07,19.15,8.45
2013-09-08,17.52,0.0
2013-09-09,21.7,0.0
2013-09-10,25.46,0.0
2013-09-11,20.91,0.03
2013-09-12,14.4,0.51
2013-09-13,11.01,6.68
2013-09-14,9.27,0.21
2013-09-15,7.59,1.4
2013-09-16,6.89,9.31
2013-09-17,7.1,0.16
2013-09-18,9.69,0.0
2013-09-19,11.72,0.0
2013-09-20,13.75,0.0
2013-09-21,9.62,2.86
2013-09-22,9.0,0.59
2013-09-23,8.26,0.2
2013-09-24,9.46,0.0
2013-09-25,10.88,0.0
2013-09-26,13.07,0.0
2013-09-27,14.97,0.36
2013-09-28,11.68,7.77
2013-09-29,8.82,0.09
2013-09-30,11.67,0.02
2013-10-01,12.11,0.0
2013-10-02,13.97,0.0
2013-10-03,13.76,12.1
2013-10-04,14.19,4.97
2013-10-05,14.21,0.0
2013-10-06,15.93,0.0
2013-10-07,16.75,0.0
2013-10-08,19.08,0.0
2013-10-09,18.83,4.75
2013-10-10,20.48,1.26
2013-10-11,18.47,1.43
2013-10-12,17.06,0.58
2013-10-13,18.74,5.03
2013-10-14,20.75,0.42
2013-10-15,21.8,0.0
2013-10-16,22.35,0.02
2013-10-17,20.75,2.16
2013-10-18,21.09,0.0
2013-10-19,22.66,0.41
2013-10-20,20.75,3.58
2013-10-21,15.59,0.0
2013-10-22,18.54,0.01
2013-10-23,18.8,0.64
2013-10-24,14.48,0.0
2013-10-25,14.83,4.93
2013-10-26,19.25,1.49
2013-10-27,18.0,0.0
2013-10-28,18.1,0.0
2013-10-29,20.91,0.0
2013-10-30,21.32,0.06
2013-10-31,21.48,25.56
2013-11-01,18.97,64.38
2013-11-02,17.74,0.31
2013-11-03,18.83,0.0
2013-11-04,19.2,0.0
2013-11-05,18.88,0.0
2013-11-06,20.87,0.0
2013-11-07,20.09,10.94
2013-11-08,17.44,9.51
2013-11-09,19.77,1.44
2013-11-10,19.62,1.74
2013-11-11,18.76,0.0
2013-11-12,19.76,0.0
2013-11-13,21.6,0.0
2013-11-14,25.36,3.21
2013-11-15,19.42,3.04
2013-11-16,19.43,0.01
2013-11-17,20.72,0.0
2013-11-18,23.65,0.0
2013-11-19,19.57,0.07
2013-11-20,20.74,0.01
2013-11-21,22.14,0.0
2013-11-22,22.86,0.0
2013-11-23,24.07,0.0
2013-11-24,25.55,9.67
2013-11-25,19.38,36.67
2013-11-26,17.43,29.75
2013-11-27,15.39,21.77
2013-11-28,19.66,0.0
2013-11-29,21.03,0.0
2013-11-30,22.85,0.0
2013-12-01,23.64,0.0
2013-12-02,25.18,3.96
2013-12-03,18.15,0.0
2013-12-04,22.58,0.0
2013-12-05,20.59,0.77
2013-12-06,19.99,0.0
2013-12-07,25.07,0.0
2013-12-08,28.12,0.57
2013-12-09,22.22,33.28
2013-12-10,19.35,0.0
2013-12-11,21.86,0.0
2013-12-12,23.64,0.0
2013-12-13,26.3,0.0
2013-12-14,28.04,0.03
2013-12-15,29.11,4.47
2013-12-16,29.7,0.0
2013-12-17,29.65,4.8
2013-12-18,28.07,1.72
2013-12-19,26.42,4.82
2013-12-20,27.09,0.02
2013-12-21,28.1,0.0
2013-12-22,29.68,0.0
2013-12-23,30.22,0.0
2013-12-24,30.95,0.0
2013-12-25,31.47,0.0
2013-12-26,28.38,1.36
2013-12-27,29.86,0.6
2013-12-28,31.06,0.63
2013-12-29,30.82,0.01
2013-12-30,31.18,4.34
2013-12-31,27.65,0.02
2014-01-01,27.1,20.01
2014-01-02,21.04,8.65
2014-01-03,18.56,0.0
2014-01-04,22.68,0.0
2014-01-05,25.89,0.0
2014-01-06,28.13,0.0
2014-01-07,29.65,3.94
2014-01-08,25.25,0.0
2014-01-09,28.46,3.91
2014-01-10,24.53,6.67
2014-01-11,21.48,0.0
2014-01-12,20.48,0.0
2014-01-13,23.77,0.0
2014-01-14,26.07,0.0
2014-01-15,29.02,0.0
2014-01-16,30.62,0.0
2014-01-17,31.53,0.0
2014-01-18,33.07,0.6
2014-01-19,28.88,5.45
2014-01-20,29.99,10.68
2014-01-21,27.48,6.37
2014-01-22,29.57,0.39
2014-01-23,30.6,18.6
2014-01-24,19.11,11.87
2014-01-25,16.91,0.0
2014-01-26,20.63,0.0
2014-01-27,23.81,0.91
2014-01-28,24.46,60.71
2014-01-29,22.5,0.01
2014-01-30,24.84,0.01
2014-01-31,26.58,0.47
2014-02-01,25.51,43.28
2014-02-02,23.75,11.52
2014-02-03,19.92,14.74
2014-02-04,22.41,0.8
2014-02-05,25.24,16.92
2014-02-06,19.37,17.05
2014-02-07,23.02,11.22
2014-02-08,26.39,5.61
2014-02-09,21.82,9.88
2014-02-10,22.95,25.82
2014-02-11,25.25,13.27
2014-02-12,24.27,7.38
2014-02-13,21.63,1.1
2014-02-14,18.09,0.0
2014-02-15,18.77,0.02
2014-02-16,20.17,23.51
2014-02-17,22.36,8.27
2014-02-18,22.73,1.5
2014-02-19,24.33,0.34
2014-02-20,23.5,8.91
2014-02-21,21.79,1.68
2014-02-22,20.08,0.47
2014-02-23,21.37,0.0
2014-02-24,21.78,0.75
2014-02-25,15.83,0.05
2014-02-26,15.83,0.0
2014-02-27,16.98,0.0
2014-02-28,18.11,0.0
2014-03-01,19.84,0.0
2014-03-02,19.86,1.83
2014-03-03,19.11,4.62
2014-03-04,18.51,7.65
2014-03-05,21.03,0.02
2014-03-06,18.65,0.06
2014-03-07,19.32,0.0
2014-03-08,19.18,0.01
2014-03-09,17.56,12.77
2014-03-10,16.1,0.16
2014-03-11,17.8,0.0
2014-03-12,20.15,0.0
2014-03-13,21.21,0.0
2014-03-14,19.02,75.42
2014-03-15,18.5,0.03
2014-03-16,19.82,0.0
2014-03-17,17.16,0.0
2014-03-18,13.98,6.71
2014-03-19,15.42,2.09
2014-03-20,17.0,0.0
2014-03-21,14.67,0.12
2014-03-22,13.1,0.0
2014-03-23,15.58,0.0
2014-03-24,16.66,0.02
2014-03-25,17.9,1.05
2014-03-26,20.03,0.03
2014-03-27,21.99,3.49
2014-03-28,22.17,0.07
2014-03-29,22.96,1.35
2014-03-30,17.9,10.61
2014-03-31,13.65,0.0
2014-04-01,16.84,0.01
2014-04-02,19.94,0.18
2014-04-03,21.96,1.13
2014-04-04,22.65,31.34
2014-04-05,22.77,42.61
2014-04-06,22.17,9.41
2014-04-07,21.62,46.64
2014-04-08,16.46,1.2
2014-04-09,16.13,0.1
2014-04-10,14.61,0.02
2014-04-11,12.95,0.02
2014-04-12,10.8,3.29
2014-04-13,9.22,0.0
2014-04-14,11.65,0.0
2014-04-15,13.37,0.0
2014-04-16,15.94,0.0
2014-04-17,14.26,0.0
2014-04-18,12.92,0.0
2014-04-19,14.12,0.0
2014-04-20,15.2,0.01
2014-04-21,16.63,1.15
2014-04-22,13.58,0.0
2014-04-23,15.1,0.0
2014-04-24,16.39,0.0
2014-04-25,15.33,0.0
2014-04-26,13.0,0.0
2014-04-27,15.07,0.0
2014-04-28,16.68,2.51
2014-04-29,16.32,16.98
2014-04-30,14.52,0.08
2014-05-01,14.25,0.0
2014-05-02,15.64,0.01
2014-05-03,16.08,0.38
2014-05-04,16.21,0.0
2014-05-05,16.04,0.28
2014-05-06,15.07,0.01
2014-05-07,16.68,0.0
2014-05-08,13.13,0.0
2014-05-09,13.55,0.0
2014-05-10,15.0,0.84
2014-05-11,14.66,21.21
2014-05-12,15.51,0.59
2014-05-13,14.78,0.0
2014-05-14,14.2,0.97
2014-05-15,15.69,6.14
2014-05-16,14.25,1.25
2014-05-17,10.44,0.04
2014-05-18,11.07,0.22
2014-05-19,12.74,0.72
2014-05-20,11.95,20.32
2014-05-21,11.26,30.93
2014-05-22,8.47,0.39
2014-05-23,7.28,0.0
2014-05-24,7.32,0.0
2014-05-25,9.4,0.0
2014-05-26,8.43,0.0
2014-05-27,7.7,0.0
2014-05-28,10.55,0.0
2014-05-29,12.8,0.0
2014-05-30,14.52,7.29
2014-05-31,11.71,0.92
2014-06-01,9.92,0.0
2014-06-02,9.97,0.0
2014-06-03,11.56,0.0
2014-06-04,11.34,0.0
2014-06-05,8.64,0.12
2014-06-06,7.84,0.01
2014-06-07,9.45,0.21
2014-06-08,8.13,0.0
2014-06-09,9.98,0.0
2014-06-10,10.92,0.01
2014-06-11,15.76,1.83
2014-06-12,13.93,45.77
2014-06-13,7.52,0.0
2014-06-14,6.69,0.0
2014-06-15,8.06,0.01
2014-06-16,8.2,0.0
2014-06-17,7.1,0.0
2014-06-18,4.89,0.0
2014-06-19,5.0,0.0
2014-06-20,7.67,0.0
2014-06-21,11.22,0.01
2014-06-22,13.81,0.01
2014-06-23,13.33,0.15
2014-06-24,9.22,0.0
2014-06-25,7.94,0.0
2014-06-26,8.1,0.0
2014-06-27,5.96,0.0
2014-06-28,7.86,0.0
2014-06-29,7.28,0.0
2014-06-30,5.96,0.0
2014-07-01,6.21,0.0
2014-07-02,8.5,0.0
2014-07-03,8.16,0.0
2014-07-04,8.3,0.0
2014-07-05,8.66,8.63
2014-07-06,5.37,0.17
2014-07-07,7.03,0.0
2014-07-08,7.04,0.0
2014-07-09,8.58,0.0
2014-07-10,9.24,0.0
2014-07-11,12.3,2.08
2014-07-12,13.81,9.59
2014-07-13,12.4,0.13
2014-07-14,16.85,2.79
2014-07-15,13.36,28.39
2014-07-16,10.51,0.0
2014-07-17,10.21,0.0
2014-07-18,8.65,0.0
2014-07-19,10.62,0.0
2014-07-20,11.36,0.0
2014-07-21,12.58,0.0
2014-07-22,12.61,4.36
2014-07-23,7.65,0.01
2014-07-24,5.55,0.0
2014-07-25,5.79,0.0
2014-07-26,4.4,0.0
2014-07-27,5.29,0.0
2014-07-28,8.89,0.0
2014-07-29,12.93,0.0
2014-07-30,11.31,0.0
2014-07-31,15.1,0.02
2014-08-01,16.95,0.0
2014-08-02,19.32,0.22
2014-08-03,14.23,0.59
2014-08-04,9.65,0.05
2014-08-05,10.06,0.0
2014-08-06,11.34,0.0
2014-08-07,9.1,0.0
2014-08-08,8.25,0.0
2014-08-09,10.34,0.0
2014-08-10,9.89,0.0
2014-08-11,7.31,0.0
2014-08-12,6.63,0.0
2014-08-13,6.11,0.0
2014-08-14,7.97,0.0
2014-08-15,9.77,0.0
2014-08-16,12.2,0.0
2014-08-17,14.39,0.0
2014-08-18,16.86,0.0
2014-08-19,17.94,0.0
2014-08-20,19.91,0.0
2014-08-21,22.13,0.0
2014-08-22,20.82,0.01
2014-08-23,19.62,1.35
2014-08-24,11.13,0.33
2014-08-25,7.26,2.94
2014-08-26,7.05,0.2
2014-08-27,7.05,0.0
2014-08-28,9.08,0.0
2014-08-29,10.4,0.0
2014-08-30,12.38,0.05
2014-08-31,13.52,0.03
2014-09-01,13.48,0.83
2014-09-02,15.34,9.94
2014-09-03,16.04,1.94
2014-09-04,15.61,6.94
2014-09-05,16.77,34.02
2014-09-06,13.04,0.47
2014-09-07,13.4,0.0
2014-09-08,16.81,0.02
2014-09-09,13.58,6.31
2014-09-10,10.4,0.0
2014-09-11,12.05,0.0
2014-09-12,11.59,0.0
2014-09-13,11.4,1.44
2014-09-14,13.34,16.19
2014-09-15,13.2,0.0
2014-09-16,12.74,0.0
2014-09-17,13.87,0.0
2014-09-18,14.61,0.0
2014-09-19,16.5,0.0
2014-09-20,15.32,0.0
2014-09-21,14.23,0.0
2014-09-22,16.47,0.0
2014-09-23,12.34,10.83
2014-09-24,13.84,0.0
2014-09-25,15.04,1.43
2014-09-26,10.77,0.55
2014-09-27,12.92,0.0
2014-09-28,17.0,0.13
2014-09-29,16.65,0.14
2014-09-30,16.22,0.02
2014-10-01,15.05,0.0
2014-10-02,12.94,0.0
2014-10-03,14.56,1.85
2014-10-04,15.37,17.05
2014-10-05,15.93,6.35
2014-10-06,17.05,0.0
2014-10-07,19.03,0.0
2014-10-08,20.44,6.43
2014-10-09,17.29,12.24
2014-10-10,11.82,0.0
2014-10-11,12.85,0.0
2014-10-12,16.11,0.0
2014-10-13,17.34,0.0
2014-10-14,18.51,0.0
2014-10-15,20.13,2.91
2014-10-16,19.99,0.69
2014-10-17,19.12,0.0
2014-10-18,18.43,6.37
2014-10-19,17.67,0.03
2014-10-20,18.08,0.0
2014-10-21,20.76,0.0
2014-10-22,22.95,0.0
2014-10-23,24.16,0.0
2014-10-24,23.79,0.45
2014-10-25,24.46,1.39
2014-10-26,27.22,0.0
2014-10-27,25.24,4.83
2014-10-28,18.75,30.01
2014-10-29,17.71,57.87
2014-10-30,16.56,0.0
2014-10-31,15.41,14.19
2014-11-01,13.41,6.91
2014-11-02,13.25,65.81
2014-11-03,15.26,13.1
2014-11-04,15.06,0.0
2014-11-05,16.68,0.0
2014-11-06,18.69,0.0
2014-11-07,19.1,0.0
2014-11-08,19.71,0.0
2014-11-09,21.54,0.19
2014-11-10,22.37,0.67
2014-11-11,21.58,1.92
2014-11-12,18.92,0.0
2014-11-13,17.24,0.0
2014-11-14,19.77,0.0
2014-11-15,24.02,0.0
2014-11-16,23.09,0.0
2014-11-17,24.49,0.0
2014-11-18,25.25,0.06
2014-11-19,19.1,18.22
2014-11-20,18.06,1.45
2014-11-21,17.61,1.94
2014-11-22,19.52,0.07
2014-11-23,22.18,0.0
2014-11-24,20.47,3.3
2014-11-25,18.72,0.0
2014-11-26,18.46,0.0
2014-11-27,21.39,0.0
2014-11-28,22.64,0.02
2014-11-29,22.32,22.95
2014-11-30,15.81,64.41
2014-12-01,15.86,0.0
2014-12-02,17.46,0.0
2014-12-03,21.16,0.0
2014-12-04,22.99,0.0
2014-12-05,23.76,0.0
2014-12-06,26.98,0.0
2014-12-07,20.76,19.03
2014-12-08,22.55,0.0
2014-12-09,25.24,9.36
2014-12-10,20.89,2.2
2014-12-11,18.6,0.18
2014-12-12,21.12,0.0
2014-12-13,23.39,4.87
2014-12-14,21.14,0.0
2014-12-15,20.52,11.58
2014-12-16,22.34,0.56
2014-12-17,23.74,0.0
2014-12-18,24.94,0.0
2014-12-19,26.31,0.38
2014-12-20,18.54,31.14
2014-12-21,17.0,0.05
2014-12-22,15.76,0.03
2014-12-23,18.19,0.0
2014-12-24,19.96,0.0
2014-12-25,23.82,0.0
2014-12-26,25.56,10.16
2014-12-27,24.5,0.0
2014-12-28,25.85,0.0
2014-12-29,26.16,3.12
2014-12-30,26.15,5.79
2014-12-31,20.69,38.46
2015-01-01,17.71,5.29
2015-01-02,17.81,0.0
2015-01-03,21.26,0.0
2015-01-04,21.18,0.0
2015-01-05,25.52,0.0
2015-01-06,26.41,44.39
2015-01-07,23.73,10.47
2015-01-08,24.9,0.14
2015-01-09,25.89,2.65
2015-01-10,23.79,0.06
2015-01-11,25.45,2.83
2015-01-12,25.42,0.01
2015-01-13,22.33,34.21
2015-01-14,23.04,0.04
2015-01-15,23.49,0.36
2015-01-16,25.24,6.93
2015-01-17,23.67,8.12
2015-01-18,23.42,37.18
2015-01-19,22.62,6.82
2015-01-20,18.15,0.19
2015-01-21,20.02,0.0
2015-01-22,21.54,0.0
2015-01-23,22.39,0.04
2015-01-24,23.93,0.0
2015-01-25,25.07,0.07
2015-01-26,26.21,0.07
2015-01-27,26.86,2.66
2015-01-28,20.15,31.55
2015-01-29,18.2,0.0
2015-01-30,18.67,0.0
2015-01-31,20.85,0.0
2015-02-01,23.02,0.0
2015-02-02,24.49,0.09
2015-02-03,23.4,1.5
2015-02-04,24.58,4.04
2015-02-05,25.46,0.37
2015-02-06,26.35,0.0
