latitud,longitud,temp_media_marzo,temp_media_abril,temp_media_mayo,precipitacion_marzo,precipitacion_abril,precipitacion_mayo,tipo_suelo,ph_suelo,materia_organica_pct,cultivo_anterior,rendimiento_anterior,dia_del_ano
-32.5730466,-66.12547197,25.37456355,18.57103667,9.637789355,0.4513377419,1.02637,0.3026280645,Areno-gravillosa,7.759315490722656,3.019666282435372,Trigo,4000,163
-32.58779864,-66.13227415,25.37457355,18.57104667,9.637799355,0.4513477419,1.02638,0.3026380645,Franca,7.759360313415527,2.978645757773945,Trigo,2600,167
-32.62281711,-66.14001423,25.37458355,18.57105667,9.637809355,0.4513577419,1.02639,0.3026480645,Franca,7.926296234130859,2.211625693214333,Trigo,4200,167
-32.57318746,-66.16187455,25.37459355,18.57106667,9.637819355,0.4513677419,1.0264,0.3026580645,Arenoso gruesa,7.84243631362915,2.886933391137807,Trigo,4200,140
-32.5852306,-66.10557909,25.37460355,18.57107667,9.637829355,0.4513777419,1.02641,0.3026680645,Franca,7.505541801452637,2.424815260699652,Trigo,4500,151
-32.58272331,-66.15953378,25.37461355,18.57108667,9.637839355,0.4513877419,1.02642,0.3026780645,Franco arcillo areno,7.9506988525390625,1.6753728529137115,Trigo,1809,163
-32.57503061,-66.11265428,25.37462355,18.57109667,9.637849355,0.4513977419,1.02643,0.3026880645,Franco arcillo limos,7.640407085418701,2.856202556186764,Trigo,4500,157
-32.6007146,-66.1090161,25.37463355,18.57110667,9.637859355,0.4514077419,1.02644,0.3026980645,Franca,7.735206127166748,2.0480995914770057,Trigo,5000,170
-32.60433905,-66.14192497,25.37464355,18.57111667,9.637869355,0.4514177419,1.02645,0.3027080645,Franca,7.937852382659912,2.0916538060276424,Trigo,4109,151
-32.61790701,-66.10670422,25.37465355,18.57112667,9.637879355,0.4514277419,1.02646,0.3027180645,Franca,7.535194396972656,3.1531188371645755,Trigo,2438,140
-32.58215658,-66.15692283,25.37466355,18.57113667,9.637889355,0.4514377419,1.02647,0.3027280645,Areno-gravillosa,7.9506988525390625,3.1248981127454454,Trigo,4008,153
-32.58818476,-66.11305312,25.37467355,18.57114667,9.637899355,0.4514477419,1.02648,0.3027380645,Franca,7.680304050445557,1.7494495191585442,Trigo,4061,150
-36.79058657,-59.84952407,18.50096774,13.3,7.562903226,7.772258065,3.523333333,0.3361290323,Franco limosa,7.500375644539754,2.013594392695472,Cebada,5200,155
-36.78236384,-59.8423248,18.50097774,13.30001,7.562913226,7.772268065,3.523343333,0.3361390323,Franco limosa,6.379350891429265,1.6099155569531938,Cebada,3200,167
-36.7809306,-59.83769772,18.50098774,13.30002,7.562923226,7.772278065,3.523353333,0.3361490323,Franco limosa,7.393733501434326,1.809980423435965,Cebada,6000,153
-36.75767727,-59.85756054,18.50099774,13.30003,7.562933226,7.772288065,3.523363333,0.3361590323,Franco limosa,7.764878749847412,1.969562877208716,Cebada,4600,166
-36.75714621,-59.87650863,18.50100774,13.30004,7.562943226,7.772298065,3.523373333,0.3361690323,Franco limosa,7.407869815826416,3.0055578757296377,Maiz,6600,303
-36.80030525,-59.87198653,18.50101774,13.30005,7.562953226,7.772308065,3.523383333,0.3361790323,Franco limosa,7.720144748687744,1.4989501754407093,Maiz,5700,320
-36.79169103,-59.88612044,18.50102774,13.30006,7.562963226,7.772318065,3.523393333,0.3361890323,Franco limosa,7.221937656402588,2.66952022148264,Maiz,7000,293
-36.77795318,-59.84045777,18.50103774,13.30007,7.562973226,7.772328065,3.523403333,0.3361990323,Franco limosa,7.97278764075211,3.4361847115556143,Maiz,5500,297
-36.80104926,-59.86914575,18.50104774,13.30008,7.562983226,7.772338065,3.523413333,0.3362090323,Franco limosa,7.720144748687744,1.2598341848533916,Soja,2600,349
-36.78129519,-59.84581986,18.50105774,13.30009,7.562993226,7.772348065,3.523423333,0.3362190323,Franco limosa,7.468950428564085,3.0293183780928903,Soja,2600,344
-36.79833131,-59.88970406,18.50106774,13.3001,7.563003226,7.772358065,3.523433333,0.3362290323,Franco limosa,7.424305280947668,2.100837616249714,Soja,3000,339
-36.78947983,-59.85736361,18.50107774,13.30011,7.563013226,7.772368065,3.523443333,0.3362390323,Franco limosa,6.827569729908976,2.04513205920544,Soja,2800,351
-36.78005559,-59.83928681,18.50108774,13.30012,7.563023226,7.772378065,3.523453333,0.3362490323,Franco limosa,7.533089767160813,1.921113994997012,Soja,1500,352
-36.76517309,-59.84030286,18.50109774,13.30013,7.563033226,7.772388065,3.523463333,0.3362590323,Franco limosa,7.426480811078413,2.658025936773261,Soja,1800,363
-36.77768363,-59.86038842,18.50110774,13.30014,7.563043226,7.772398065,3.523473333,0.3362690323,Franco limosa,6.914309362632708,3.160161752026621,Soja,2000,345
-36.77056196,-59.87433043,18.50111774,13.30015,7.563053226,7.772408065,3.523483333,0.3362790323,Franco limosa,7.533690071749052,2.115448519766458,Soja,2200,339
-36.79939907,-59.8930792,18.50112774,13.30016,7.563063226,7.772418065,3.523493333,0.3362890323,Franco limosa,7.947528133702959,3.147288302258466,Soja,2081,361
-36.75684583,-59.85127767,18.50113774,13.30017,7.563073226,7.772428065,3.523503333,0.3362990323,Franco limosa,7.764878749847412,2.208106032857044,Soja,2209,361
-36.77916554,-59.85114319,18.50114774,13.30018,7.563083226,7.772438065,3.523513333,0.3363090323,Franco limosa,6.9767623437859925,2.3948978969392334,Soja,2615,354
-36.7583663,-59.86934599,18.50115774,13.30019,7.563093226,7.772448065,3.523523333,0.3363190323,Franco limosa,6.359902575659793,2.5054570472099806,Soja,2543,335
-36.78477545,-59.84793143,18.50116774,13.3002,7.563103226,7.772458065,3.523533333,0.3363290323,Franco limosa,8.026726241754954,2.458209814238024,Trigo,4000,180
-36.79197378,-59.83284516,18.50117774,13.30021,7.563113226,7.772468065,3.523543333,0.3363390323,Franco limosa,7.700194358825684,2.80854110794372,Trigo,1800,159
-36.75855196,-59.85225631,18.50118774,13.30022,7.563123226,7.772478065,3.523553333,0.3363490323,Franco limosa,7.327400836280473,3.079238582974039,Trigo,5900,157
-36.78535737,-59.85469784,18.50119774,13.30023,7.563133226,7.772488065,3.523563333,0.3363590323,Franco limosa,7.407018610252996,2.950783300049485,Trigo,4000,177
-36.78713484,-59.84248541,18.50120774,13.30024,7.563143226,7.772498065,3.523573333,0.3363690323,Franco limosa,7.908339891468392,2.6963226794223223,Trigo,4196,183
-36.79236965,-59.8354521,18.50121774,13.30025,7.563153226,7.772508065,3.523583333,0.3363790323,Franco limosa,7.700194358825684,1.9955093653869764,Trigo,2687,160
-36.76422502,-59.83597353,18.50122774,13.30026,7.563163226,7.772518065,3.523593333,0.3363890323,Franco limosa,7.334069728851318,3.332200899284433,Trigo,5019,156
-36.78224184,-59.83865242,18.50123774,13.30027,7.563173226,7.772528065,3.523603333,0.3363990323,Franco limosa,7.088201442765939,3.01883468353332,Trigo,4394,180
-38.71501142,-62.26433012,20.26580645,14.11833333,7.175806452,1.552258065,3.551333333,0.2638709677,Arenoso gruesa,7.618654277529131,1.311253464847195,Cebada,1800,175
-38.73036534,-62.30187514,20.26581645,14.11834333,7.175816452,1.552268065,3.551343333,0.2638809677,Arcillosa,6.58031768321956,1.259510272755472,Cebada,2800,156
-38.71318151,-62.25951189,20.26582645,14.11835333,7.175826452,1.552278065,3.551353333,0.2638909677,Franco arcillo limos,6.491615754094431,1.6221166689615552,Cebada,1200,174
-38.72318247,-62.24198066,20.26583645,14.11836333,7.175836452,1.552288065,3.551363333,0.2639009677,Franco arcillosa,7.534585634290741,1.335047053464553,Cebada,2530,167
-38.71999907,-62.27001901,20.26584645,14.11837333,7.175846452,1.552298065,3.551373333,0.2639109677,-,6.122363624000521,2.1278317333970533,Maiz,3000,302
-38.7285221,-62.27416876,20.26585645,14.11838333,7.175856452,1.552308065,3.551383333,0.2639209677,Franco limosa,7.81141920753397,3.2984383732171514,Maiz,0,305
-38.71738219,-62.26966674,20.26586645,14.11839333,7.175866452,1.552318065,3.551393333,0.2639309677,Areno franca,7.309726868706555,1.3798279527964916,Maiz,0,301
-38.71018587,-62.24032343,20.26587645,14.11840333,7.175876452,1.552328065,3.551403333,0.2639409677,Arenosa,6.265317749566381,1.830727789210782,Maiz,0,295
-38.69851709,-62.25981636,20.26588645,14.11841333,7.175886452,1.552338065,3.551413333,0.2639509677,Franco arcillosa,8.03145060700388,2.626339589978901,Trigo,2500,181
-38.70071488,-62.2832013,20.26589645,14.11842333,7.175896452,1.552348065,3.551423333,0.2639609677,-,7.147100856259881,1.989444634543896,Trigo,1000,170
-38.70281595,-62.25305729,20.26590645,14.11843333,7.175906452,1.552358065,3.551433333,0.2639709677,Arcillo limosa,7.024214751822426,2.2632128529458573,Trigo,2300,182
-38.7448676,-62.30266997,20.26591645,14.11844333,7.175916452,1.552368065,3.551443333,0.2639809677,Franco arcillosa,7.045981953852487,2.357853839980687,Trigo,1200,160
-38.72902055,-62.3039618,20.26592645,14.11845333,7.175926452,1.552378065,3.551453333,0.2639909677,Franco arenosa,7.006984486022127,1.4050040206127243,Trigo,1940,157
-38.73172794,-62.29018228,20.26593645,14.11846333,7.175936452,1.552388065,3.551463333,0.2640009677,Arenosa,7.468185702915008,1.508832660031311,Trigo,1000,161
-38.74510559,-62.27153669,20.26594645,14.11847333,7.175946452,1.552398065,3.551473333,0.2640109677,Arcillo arenosa,6.180734746168202,2.502170626391516,Trigo,2256,154
-37.83127189,-58.2222921,18.25935484,13.76633333,8.055483871,4.413548387,2.851333333,0.6103225806,Franco limosa,6.7198357582092285,2.210680343089792,Cebada,5800,166
-37.85683062,-58.27234484,18.25936484,13.76634333,8.055493871,4.413558387,2.851343333,0.6103325806,Franco limosa,6.969316482543945,2.825239059337952,Cebada,3550,170
-37.84916448,-58.27547182,18.25937484,13.76635333,8.055503871,4.413568387,2.851353333,0.6103425806,Franco limosa,6.331323366964973,1.7241419851182105,Cebada,5500,168
-37.84630261,-58.24540477,18.25938484,13.76636333,8.055513871,4.413578387,2.851363333,0.6103525806,Franco limosa,7.773330443579962,3.07684572358034,Cebada,4800,175
-37.8253826,-58.2538234,18.25939484,13.76637333,8.055523871,4.413588387,2.851373333,0.6103625806,Franco limosa,7.169145584106445,1.2960442279611692,Maiz,6700,333
-37.82124446,-58.26617095,18.25940484,13.76638333,8.055533871,4.413598387,2.851383333,0.6103725806,Franco limosa,7.268822193145752,2.5557761998900226,Maiz,6200,294
-37.83177709,-58.23078262,18.25941484,13.76639333,8.055543871,4.413608387,2.851393333,0.6103825806,Franco limosa,6.741852283477783,2.540871342909849,Maiz,7000,311
-37.85602721,-58.26907558,18.25942484,13.76640333,8.055553871,4.413618387,2.851403333,0.6103925806,Franco limosa,6.884213447570801,2.483876509229506,Maiz,6500,322
-37.86278237,-58.25533831,18.25943484,13.76641333,8.055563871,4.413628387,2.851413333,0.6104025806,Franco limosa,6.674182369317052,2.080558648175405,Soja,2600,340
-37.83157255,-58.2730278,18.25944484,13.76642333,8.055573871,4.413638387,2.851423333,0.6104125806,Franco limosa,7.38516902923584,2.5929396627304926,Soja,3000,364
-37.87187664,-58.28570925,18.25945484,13.76643333,8.055583871,4.413648387,2.851433333,0.6104225806,Franco limosa,6.945188045501709,2.147386815719007,Soja,2800,351
-37.85487897,-58.23520505,18.25946484,13.76644333,8.055593871,4.413658387,2.851443333,0.6104325806,Franco limosa,6.615761280059815,3.468979256433136,Soja,3000,365
-37.83276311,-58.26871085,18.25947484,13.76645333,8.055603871,4.413668387,2.851453333,0.6104425806,Franco limosa,7.076121807098389,1.5067201290823076,Soja,1500,347
-37.83795821,-58.26280213,18.25948484,13.76646333,8.055613871,4.413678387,2.851463333,0.6104525806,Franco limosa,7.961663415851617,3.4737765300861847,Soja,2200,362
-37.83604215,-58.22856737,18.25949484,13.76647333,8.055623871,4.413688387,2.851473333,0.6104625806,Franco limosa,6.741852283477783,3.418454335414244,Soja,2000,341
-37.86806533,-58.28291605,18.25950484,13.76648333,8.055633871,4.413698387,2.851483333,0.6104725806,Franco limosa,6.945188045501709,2.9821323691442547,Soja,2500,361
-37.830357,-58.24833376,18.25951484,13.76649333,8.055643871,4.413708387,2.851493333,0.6104825806,Franco limosa,7.118459224700928,1.6714306978782514,Soja,1878,339
-37.83488288,-58.25006611,18.25952484,13.76650333,8.055653871,4.413718387,2.851503333,0.6104925806,Franco limosa,7.118459224700928,2.0180635605987645,Soja,2465,350
-37.84250514,-58.22956335,18.25953484,13.76651333,8.055663871,4.413728387,2.851513333,0.6105025806,Franco limosa,6.63529147727559,2.3497853695151054,Soja,2387,357
-37.8513747,-58.23878086,18.25954484,13.76652333,8.055673871,4.413738387,2.851523333,0.6105125806,Franco limosa,6.74935637012768,2.6450739477396303,Soja,2710,344
-37.85205446,-58.24478007,18.25955484,13.76653333,8.055683871,4.413748387,2.851533333,0.6105225806,Franco limosa,7.66662364184737,1.457128865465583,Trigo,4900,182
-37.86295714,-58.27294572,18.25956484,13.76654333,8.055693871,4.413758387,2.851543333,0.6105325806,Franco limosa,6.969316482543945,2.747009519217528,Trigo,2500,169
-37.85523237,-58.25730446,18.25957484,13.76655333,8.055703871,4.413768387,2.851553333,0.6105425806,Franco limosa,6.225768271685527,2.2456175280181845,Trigo,4500,172
-37.84795656,-58.26008017,18.25958484,13.76656333,8.055713871,4.413778387,2.851563333,0.6105525806,Franco limosa,7.546953774571881,2.095380200710897,Trigo,4000,165
-37.84153125,-58.25660718,18.25959484,13.76657333,8.055723871,4.413788387,2.851573333,0.6105625806,Franco limosa,7.601538337582939,1.7489988956550355,Trigo,4803,184
-37.82358976,-58.24486003,18.25960484,13.76658333,8.055733871,4.413798387,2.851583333,0.6105725806,Franco limosa,7.414451122283935,1.986734812604326,Trigo,3174,160
-37.82983608,-58.2247563,18.25961484,13.76659333,8.055743871,4.413808387,2.851593333,0.6105825806,Franco limosa,6.7198357582092285,1.7791035255299517,Trigo,4977,180
-37.86789626,-58.28699998,18.25962484,13.76660333,8.055753871,4.413818387,2.851603333,0.6105925806,Franco limosa,6.945188045501709,2.937319405096847,Trigo,4390,179
-27.72549653,-64.26463493,28.27741935,22.63666667,14.02806452,2.93,2.018333333,0.1938709677,Franco arenosa,7.782661914825439,1.6073236161563047,Cebada,0,147
-27.75787854,-64.26254531,28.3816129,22.085,13.48225806,2.355483871,2.119,0.1941935484,Franco arenosa,6.321702359157514,1.5350461842692815,Cebada,901,148
-27.75517055,-64.23228191,28.3816229,22.08501,13.48226806,2.355493871,2.11901,0.1942035484,Franco arenosa,7.734096527099609,2.877717677350353,Maiz,6500,263
-27.74275242,-64.23589361,28.27742935,22.63667667,14.02807452,2.93001,2.018343333,0.1938809677,Franco arenosa,6.838406115814449,1.6560576254779202,Maiz,5500,274
-27.74973681,-64.25440099,28.27743935,22.63668667,14.02808452,2.93002,2.018353333,0.1938909677,Franco arenosa,7.656609935776041,1.5724944718757965,Maiz,4500,278
-27.72312394,-64.23652547,28.27744935,22.63669667,14.02809452,2.93003,2.018363333,0.1939009677,Franco arenosa,6.601188563014111,3.3094875484424424,Maiz,5600,279
-27.75239523,-64.24507939,28.3816329,22.08502,13.48227806,2.355503871,2.11902,0.1942135484,Franco arenosa,7.793877124786377,1.7331627357627744,Soja,2500,334
-27.73169953,-64.23962683,28.27745935,22.63670667,14.02810452,2.93004,2.018373333,0.1939109677,Franco arenosa,6.127173716989776,1.8891047660716096,Soja,1500,342
-27.73115115,-64.25998008,28.27746935,22.63671667,14.02811452,2.93005,2.018383333,0.1939209677,Franco arenosa,7.239090385344518,1.6635226096250153,Soja,3037,324
-27.75460004,-64.27366098,28.3816429,22.08503,13.48228806,2.355513871,2.11903,0.1942235484,Franco arenosa,6.665088582302117,1.759100541292594,Soja,2800,326
-27.72575558,-64.24495306,28.27747935,22.63672667,14.02812452,2.93006,2.018393333,0.1939309677,Franco arenosa,6.4984923855655286,2.993215906059452,Soja,2500,326
-27.70891501,-64.27077982,28.27748935,22.63673667,14.02813452,2.93007,2.018403333,0.1939409677,Franco arenosa,7.747637748718262,3.1104624082176544,Soja,1500,325
-27.75769866,-64.2764729,28.3816529,22.08504,13.48229806,2.355523871,2.11904,0.1942335484,Franco arenosa,6.4641769817655526,3.34878901886644,Soja,2900,342
-27.7471476,-64.23602473,28.27749935,22.63674667,14.02814452,2.93008,2.018413333,0.1939509677,Franco arenosa,7.840787531426005,2.0761466338730763,Soja,2100,339
-27.74846735,-64.25335621,28.27750935,22.63675667,14.02815452,2.93009,2.018423333,0.1939609677,Franco arenosa,7.225300302040124,1.716659051529728,Soja,2500,341
-27.74109576,-64.21998055,28.27751935,22.63676667,14.02816452,2.9301,2.018433333,0.1939709677,Franco arenosa,7.780736446380615,2.151744742600045,Soja,1500,334
-27.71679782,-64.24607639,28.27752935,22.63677667,14.02817452,2.93011,2.018443333,0.1939809677,Franco arenosa,6.482138811878933,2.88911066370482,Soja,3010,341
-27.70946395,-64.25330272,28.27753935,22.63678667,14.02818452,2.93012,2.018453333,0.1939909677,Franco arenosa,7.803117275238037,1.7734308164136745,Soja,2657,323
-27.75625327,-64.25542348,28.3816629,22.08505,13.48230806,2.355533871,2.11905,0.1942435484,Franco arenosa,7.318904317239676,2.6481415557791714,Trigo,2200,135
-27.73669538,-64.25707171,28.27754935,22.63679667,14.02819452,2.93013,2.018463333,0.1940009677,Franco arenosa,6.691654223743567,2.117572423943304,Trigo,2000,155
-27.73310486,-64.25044777,28.27755935,22.63680667,14.02820452,2.93014,2.018473333,0.1940109677,Franco arenosa,6.1085573499857,2.162808671386906,Trigo,2000,166
-27.71281772,-64.22849824,28.27756935,22.63681667,14.02821452,2.93015,2.018483333,0.1940209677,Franco arenosa,6.489622166848384,1.9747185610232505,Trigo,1100,142
-33.81602189,-59.50362696,21.97193548,16.95066667,10.52645161,11.01548387,5.493666667,0.4458064516,Franco limosa,6.083304389605617,1.6866205251989992,Cebada,4500,164
-33.79886001,-59.49074746,21.97194548,16.95067667,10.52646161,11.01549387,5.493676667,0.4458164516,Franco arenosa grues,6.939910318722154,1.2399175294325877,Cebada,2000,156
-33.79971382,-59.48339643,21.97195548,16.95068667,10.52647161,11.01550387,5.493686667,0.4458264516,Franco limosa,6.82758378982544,2.74127373809283,Cebada,4500,157
-33.80334557,-59.52133557,21.97196548,16.95069667,10.52648161,11.01551387,5.493696667,0.4458364516,Franco limosa,7.635881646071299,1.5736063994607183,Cebada,4200,153
-33.7877092,-59.5072132,21.97197548,16.95070667,10.52649161,11.01552387,5.493706667,0.4458464516,Franco limosa,6.7230401039123535,2.3973592290497736,Maiz,6700,318
-33.80253382,-59.48474421,21.97198548,16.95071667,10.52650161,11.01553387,5.493716667,0.4458564516,Franco arcillo areno,6.82758378982544,2.9903816149959903,Maiz,4400,278
-33.8351992,-59.48552266,21.97199548,16.95072667,10.52651161,11.01554387,5.493726667,0.4458664516,Franco limosa,6.304347991943359,3.3181460774359435,Maiz,8900,312
-33.79293653,-59.52241012,21.97200548,16.95073667,10.52652161,11.01555387,5.493736667,0.4458764516,Franco limosa,7.104610090817792,1.9422333912156533,Maiz,7800,307
-33.79274175,-59.47938007,21.97201548,16.95074667,10.52653161,11.01556387,5.493746667,0.4458864516,Arcillosa,6.616949081420898,3.205458332878876,Soja,3500,338
-33.8137412,-59.48432192,21.97202548,16.95075667,10.52654161,11.01557387,5.493756667,0.4458964516,Franco limosa,6.8020219802856445,1.868245928617308,Soja,1700,347
-33.7921194,-59.52487092,21.97203548,16.95076667,10.52655161,11.01558387,5.493766667,0.4459064516,Franco limosa,6.5476579666137695,1.4664518418020045,Soja,4000,327
-33.7982884,-59.50544953,21.97204548,16.95077667,10.52656161,11.01559387,5.493776667,0.4459164516,Franco limosa,7.792665548989409,1.8386894200951536,Soja,3700,346
-33.82908557,-59.50819998,21.97205548,16.95078667,10.52657161,11.01560387,5.493786667,0.4459264516,Franco limosa,6.223506450653076,2.742028288084149,Soja,2100,339
-33.81206663,-59.47485171,21.97206548,16.95079667,10.52658161,11.01561387,5.493796667,0.4459364516,Arenoso gruesa,6.492447376251221,2.8066762169185107,Soja,600,321
-33.82115213,-59.48911833,21.97207548,16.95080667,10.52659161,11.01562387,5.493806667,0.4459464516,Franco limosa,6.226151466369629,3.2015984920274265,Soja,2600,325
-33.78991859,-59.49348646,21.97208548,16.95081667,10.52660161,11.01563387,5.493816667,0.4459564516,Franco-limo-gravillo,7.048788778671383,1.6446549047470038,Soja,1800,336
-33.83048652,-59.52122334,21.97209548,16.95082667,10.52661161,11.01564387,5.493826667,0.4459664516,Franco limosa,6.624776840209961,1.3997013840051122,Soja,2712,322
-33.81672654,-59.49780279,21.97210548,16.95083667,10.52662161,11.01565387,5.493836667,0.4459764516,Franco limosa,6.226151466369629,2.210473003161793,Soja,1491,345
-33.81252998,-59.49794724,21.97211548,16.95084667,10.52663161,11.01566387,5.493846667,0.4459864516,Franco limosa,6.296413426383008,1.6042004479285212,Soja,3443,320
-33.81052325,-59.47344781,21.97212548,16.95085667,10.52664161,11.01567387,5.493856667,0.4459964516,-,6.492447376251221,1.2147097306962382,Soja,2781,330
-33.83287649,-59.50747069,21.97213548,16.95086667,10.52665161,11.01568387,5.493866667,0.4460064516,Franco limosa,6.223506450653076,2.626825074989484,Trigo,2100,160
-33.83315447,-59.50684504,21.97214548,16.95087667,10.52666161,11.01569387,5.493876667,0.4460164516,Franco limosa,6.223506450653076,2.601250348921009,Trigo,4300,147
-33.82756566,-59.52825301,21.97215548,16.95088667,10.52667161,11.01570387,5.493886667,0.4460264516,Franco limosa,6.6475372314453125,1.6055191026689966,Trigo,3801,165
-33.82269354,-59.52907093,21.97216548,16.95089667,10.52668161,11.01571387,5.493896667,0.4460364516,Franco limosa,6.735775470733643,1.8078525551791584,Trigo,4700,145
-33.83899599,-59.49119267,21.97217548,16.95090667,10.52669161,11.01572387,5.493906667,0.4460464516,Franco limosa,6.625263214111328,1.358880142595158,Trigo,2100,155
-33.82196805,-59.48981188,21.97218548,16.95091667,10.52670161,11.01573387,5.493916667,0.4460564516,Franco limosa,6.226151466369629,3.0526993028602303,Trigo,4498,171
-33.79539381,-59.51843373,21.97219548,16.95092667,10.52671161,11.01574387,5.493926667,0.4460664516,Franco limosa,6.424637513125074,1.8758305030595177,Trigo,4295,171
-27.98563222,-64.38642005,28.3816729,22.08506,13.48231806,2.355543871,2.11906,0.1942535484,Franco arenosa,7.469841957092285,2.2364823974557315,Cebada,4000,159
-27.98851643,-64.43106342,28.3816829,22.08507,13.48232806,2.355553871,2.11907,0.1942635484,Franco arenosa,7.6166253089904785,1.7089205023033258,Cebada,2000,137
-28.01509536,-64.42852301,28.3816929,22.08508,13.48233806,2.355563871,2.11908,0.1942735484,Franco arenosa,7.533405303955078,2.926390879800289,Cebada,1700,140
-27.98235331,-64.43021612,28.3817029,22.08509,13.48234806,2.355573871,2.11909,0.1942835484,Franco arenosa,7.5815749168396,2.771401810382637,Cebada,900,146
-27.98695118,-64.44220137,28.3817129,22.0851,13.48235806,2.355583871,2.1191,0.1942935484,Franco arenosa,7.542932510375977,1.3689251599962966,Cebada,1200,149
-27.98108464,-64.4261886,28.3817229,22.08511,13.48236806,2.355593871,2.11911,0.1943035484,Franco arenosa,7.54202127456665,3.164178093612489,Cebada,700,156
-28.01265752,-64.43791339,28.3817329,22.08512,13.48237806,2.355603871,2.11912,0.1943135484,Franco arenosa,7.531195640563965,1.8443813601206112,Maiz,7500,284
-28.02503953,-64.39549582,28.3817429,22.08513,13.48238806,2.355613871,2.11913,0.1943235484,Franco arenosa,7.620761394500732,1.6335973006503448,Maiz,2700,270
-27.98683739,-64.39974746,28.3817529,22.08514,13.48239806,2.355623871,2.11914,0.1943335484,Franco arenosa,7.492780685424805,1.9645058087550504,Maiz,8500,271
-28.02124795,-64.43647825,28.3817629,22.08515,13.48240806,2.355633871,2.11915,0.1943435484,Franco arenosa,7.533405303955078,2.9583912295568293,Maiz,9000,278
-28.01903865,-64.43212405,28.3817729,22.08516,13.48241806,2.355643871,2.11916,0.1943535484,Franco arenosa,7.533405303955078,2.454493610562057,Maiz,7500,261
-27.99336936,-64.44351645,28.3817829,22.08517,13.48242806,2.355653871,2.11917,0.1943635484,Franco arenosa,7.542932510375977,2.607985997127288,Maiz,6300,268
-27.99123054,-64.42598,28.3817929,22.08518,13.48243806,2.355663871,2.11918,0.1943735484,Franco arenosa,7.496516704559326,1.3751490787151504,Maiz,3000,279
-27.98479998,-64.39656837,28.3818029,22.08519,13.48244806,2.355673871,2.11919,0.1943835484,Franco arenosa,7.418562412261963,1.5228869373806295,Maiz,6800,281
-27.98020662,-64.39124052,28.3818129,22.0852,13.48245806,2.355683871,2.1192,0.1943935484,Franco arenosa,7.469841957092285,2.987681603663355,Soja,3600,332
-27.99695884,-64.44538193,28.3818229,22.08521,13.48246806,2.355693871,2.11921,0.1944035484,Franco arenosa,7.444925785064697,1.5938875316738117,Soja,1860,320
-28.00789096,-64.42269798,28.3818329,22.08522,13.48247806,2.355703871,2.11922,0.1944135484,Franco arenosa,7.597836971282959,2.563357082263189,Soja,4010,320
-28.02132298,-64.40461832,28.3818429,22.08523,13.48248806,2.355713871,2.11923,0.1944235484,Franco arenosa,7.594957828521728,2.669323689263956,Soja,4200,332
-27.98694998,-64.43576678,28.3818529,22.08524,13.48249806,2.355723871,2.11924,0.1944335484,Franco arenosa,7.6166253089904785,2.92027352757202,Soja,3200,321
-27.97379133,-64.42663752,28.3818629,22.08525,13.48250806,2.355733871,2.11925,0.1944435484,Franca,7.555913925170898,1.725545096472721,Soja,2800,326
-27.98178836,-64.38992549,28.3818729,22.08526,13.48251806,2.355743871,2.11926,0.1944535484,Franco arenosa,7.469841957092285,2.133784654504945,Soja,2900,316
-27.98894505,-64.44469818,28.3818829,22.08527,13.48252806,2.355753871,2.11927,0.1944635484,Franco arenosa,7.542932510375977,1.2983216046661603,Soja,3370,316
-27.98391731,-64.38622009,28.3818929,22.08528,13.48253806,2.355763871,2.11928,0.1944735484,Franco arenosa,7.469841957092285,2.194016600540433,Soja,2800,334
-27.99040754,-64.43368061,28.3819029,22.08529,13.48254806,2.355773871,2.11929,0.1944835484,Franco arenosa,7.6166253089904785,2.4891855418739697,Soja,1200,328
-27.99503185,-64.44254375,28.3819129,22.0853,13.48255806,2.355783871,2.1193,0.1944935484,Franco arenosa,7.542932510375977,1.7161143116246584,Soja,3600,329
-27.9832275,-64.42399987,28.3819229,22.08531,13.48256806,2.355793871,2.11931,0.1945035484,Franco arenosa,7.54202127456665,2.235451214875676,Soja,3600,320
-27.98170504,-64.40212929,28.3819329,22.08532,13.48257806,2.355803871,2.11932,0.1945135484,Franco arenosa,7.418562412261963,3.2961683327212628,Soja,3200,344
-28.01654936,-64.4220665,28.3819429,22.08533,13.48258806,2.355813871,2.11933,0.1945235484,Franco arenosa,7.567445278167725,1.83513807820892,Soja,2600,335
-27.99627539,-64.41907906,28.3819529,22.08534,13.48259806,2.355823871,2.11934,0.1945335484,Franco arenosa,7.579669952392578,3.3676930439974804,Soja,2860,316
-28.01575162,-64.41761073,28.3819629,22.08535,13.48260806,2.355833871,2.11935,0.1945435484,Franco arenosa,7.567445278167725,2.2591913581975724,Soja,3100,328
-28.01622518,-64.43990535,28.3819729,22.08536,13.48261806,2.355843871,2.11936,0.1945535484,Franco arenosa,7.65484619140625,1.5526152934338786,Soja,3349,319
-28.01754089,-64.43063777,28.3819829,22.08537,13.48262806,2.355853871,2.11937,0.1945635484,Franco arenosa,7.533405303955078,1.2989331977613516,Soja,1720,343
-28.01204813,-64.41372112,28.3819929,22.08538,13.48263806,2.355863871,2.11938,0.1945735484,Franco arenosa,7.528195381164551,1.573660661610887,Soja,3891,323
